,Date,TeamName,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,Opponent,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,ScoreDiff,RushAvgOff,PassCompRateOff,PassYardsAttOff,RushAvgDef,PassCompRateDef,PassYardsAttDef
313,09/14/2013,Stanford,34,34,203,22,13,205,1,Army,20,61,284,10,6,49,0,14,5.97,0.59,9.32,4.66,0.6,4.9
314,09/14/2013,Syracuse,54,48,236,35,28,359,0,Wagner,0,31,53,21,6,34,2,54,4.92,0.8,10.26,1.71,0.29,1.62
320,09/14/2013,Toledo,33,51,325,26,16,205,0,Eastern Washington,21,22,51,41,21,326,1,12,6.37,0.62,7.88,2.32,0.51,7.95
322,09/14/2013,U-C-F,34,38,219,27,20,288,1,Penn State,31,35,193,29,21,262,0,3,5.76,0.74,10.67,5.51,0.72,9.03
323,09/14/2013,U.C.L.A.,41,53,210,25,16,294,1,Nebraska,21,42,128,35,21,203,0,20,3.96,0.64,11.76,3.05,0.6,5.8
324,09/14/2013,UL-Lafayette,70,53,456,16,13,164,1,Nicholls State,7,33,141,40,15,164,2,63,8.6,0.81,10.25,4.27,0.38,4.1
325,09/14/2013,UL-Monroe,21,35,109,69,43,315,2,Wake Forest,19,15,15,48,28,310,0,2,3.11,0.62,4.57,1.0,0.58,6.46
326,09/14/2013,UTEP,42,56,293,28,18,253,1,New Mexico State,21,19,99,26,14,299,2,21,5.23,0.64,9.04,5.21,0.54,11.5
328,09/14/2013,Utah State,70,48,267,29,23,320,0,Weber State,6,33,104,23,12,34,0,64,5.56,0.79,11.03,3.15,0.52,1.48
330,09/14/2013,Virginia Tech,15,34,53,43,25,258,1,East Carolina,10,23,46,31,19,158,3,5,1.56,0.58,6.0,2.0,0.61,5.1
332,09/14/2013,Washington,34,50,273,35,28,342,0,Illinois,24,36,136,26,10,191,1,10,5.46,0.8,9.77,3.78,0.38,7.35
333,09/14/2013,Washington State,48,17,54,48,35,410,1,Southern Utah,10,34,73,30,22,146,3,38,3.18,0.73,8.54,2.15,0.73,4.87
334,09/14/2013,West Virginia,41,42,245,41,25,359,1,Georgia State,7,33,136,18,8,84,0,34,5.83,0.61,8.76,4.12,0.44,4.67
338,09/14/2013,Wyoming,35,42,173,47,30,264,1,Northern Colorado,7,26,65,52,30,275,2,28,4.12,0.64,5.62,2.5,0.58,5.29
339,09/19/2013,Clemson,26,40,171,37,24,244,0,No Carolina State,14,36,165,37,20,213,1,12,4.28,0.65,6.59,4.58,0.54,5.76
342,09/20/2013,Fresno State,41,24,62,59,38,446,0,Boise State,40,53,200,47,33,361,1,1,2.58,0.64,7.56,3.77,0.7,7.68
345,09/21/2013,Alabama,31,21,66,27,21,272,1,Colorado State,6,26,51,38,24,228,0,25,3.14,0.78,10.07,1.96,0.63,6.0
351,09/21/2013,Ball State,51,37,197,31,19,346,0,Eastern Michigan,20,44,204,32,20,212,2,31,5.32,0.61,11.16,4.64,0.62,6.62
352,09/21/2013,Baylor,70,41,311,36,25,470,1,UL-Monroe,7,35,75,46,18,220,3,63,7.59,0.69,13.06,2.14,0.39,4.78
353,09/21/2013,Bowling Green,48,42,282,32,28,378,1,Murray State,7,32,166,34,24,146,0,41,6.71,0.88,11.81,5.19,0.71,4.29
356,09/21/2013,Cincinnati,14,52,198,37,23,171,2,Miami-Ohio,0,29,7,16,7,80,2,14,3.81,0.62,4.62,0.24,0.44,5.0
361,09/21/2013,Florida,31,56,215,20,11,167,1,Tennessee,17,23,66,34,14,154,4,14,3.84,0.55,8.35,2.87,0.41,4.53
364,09/21/2013,Florida State,54,36,266,25,13,226,0,Bethune-Cookman,6,56,182,17,8,60,1,48,7.39,0.52,9.04,3.25,0.47,3.53
365,09/21/2013,Georgia,45,43,191,31,23,450,1,North Texas,21,25,7,41,26,238,1,24,4.44,0.74,14.52,0.28,0.63,5.8
367,09/21/2013,Georgia Tech,28,71,324,12,7,104,0,North Carolina,20,24,101,29,14,218,1,8,4.56,0.58,8.67,4.21,0.48,7.52
369,09/21/2013,Houston,31,37,165,36,18,329,1,Rice,26,45,174,37,22,289,1,5,4.46,0.5,9.14,3.87,0.59,7.81
372,09/21/2013,Iowa,59,57,260,18,11,188,0,Western Michigan,3,20,74,38,16,135,3,56,4.56,0.61,10.44,3.7,0.42,3.55
373,09/21/2013,Kansas,13,33,117,46,28,279,2,Louisiana Tech,10,32,154,55,35,289,1,3,3.55,0.61,6.07,4.81,0.64,5.25
376,09/21/2013,Louisiana State,35,44,228,22,14,229,1,Auburn,21,52,213,33,17,224,2,14,5.18,0.64,10.41,4.1,0.52,6.79
378,09/21/2013,Louisville,72,29,210,27,22,254,0,Florida Intl,0,34,3,9,4,27,0,72,7.24,0.81,9.41,0.09,0.44,3.0
380,09/21/2013,Maryland,37,47,113,25,16,217,0,West Virginia,0,25,113,22,11,62,2,37,2.4,0.64,8.68,4.52,0.5,2.82
382,09/21/2013,Memphis,31,45,329,26,17,176,0,Arkansas State,7,31,74,39,22,181,1,24,7.31,0.65,6.77,2.39,0.56,4.64
383,09/21/2013,Miami-Florida,77,46,324,23,20,313,0,Savannah State,7,26,139,25,8,44,4,70,7.04,0.87,13.61,5.35,0.32,1.76
385,09/21/2013,Michigan,24,49,192,23,11,97,2,Connecticut,21,25,47,32,16,159,1,3,3.92,0.48,4.22,1.88,0.5,4.97
387,09/21/2013,Middle Tennessee,42,45,296,24,13,150,2,Florida Atlantic,35,45,182,50,31,321,2,7,6.58,0.54,6.25,4.04,0.62,6.42
388,09/21/2013,Minnesota,43,67,353,12,5,71,0,San Jose State,24,17,47,35,22,439,2,19,5.27,0.42,5.92,2.76,0.63,12.54
389,09/21/2013,Mississippi State,62,44,235,27,17,316,0,Troy,7,26,47,31,17,139,1,55,5.34,0.63,11.7,1.81,0.55,4.48
390,09/21/2013,Missouri,45,50,280,47,32,343,2,Indiana,28,26,98,53,29,377,3,17,5.6,0.68,7.3,3.77,0.55,7.11
391,09/21/2013,Nebraska,59,51,335,26,21,310,0,South Dakota State,20,38,227,29,19,238,2,39,6.57,0.81,11.92,5.97,0.66,8.21
392,09/21/2013,Nevada-Las Vegas,38,49,284,22,14,140,0,Western Illinois,7,41,197,33,13,141,2,31,5.8,0.64,6.36,4.8,0.39,4.27
393,09/21/2013,Nevada-Reno,31,44,138,20,14,202,0,Hawaii,9,36,133,45,24,243,4,22,3.14,0.7,10.1,3.69,0.53,5.4
397,09/21/2013,Northern Illinois,43,52,367,30,21,235,2,Eastern Illinois,39,34,127,49,34,450,2,4,7.06,0.7,7.83,3.74,0.69,9.18
398,09/21/2013,Northwestern,35,49,251,17,10,122,1,Maine,21,30,107,47,29,272,2,14,5.12,0.59,7.18,3.57,0.62,5.79
399,09/21/2013,Notre Dame,17,32,82,34,14,142,0,Michigan State,13,35,119,36,16,135,1,4,2.56,0.41,4.18,3.4,0.44,3.75
400,09/21/2013,Ohio,38,46,251,23,16,243,0,Austin Peay,0,38,155,26,13,143,0,38,5.46,0.7,10.57,4.08,0.5,5.5
401,09/21/2013,Ohio State,76,46,388,34,24,215,1,Florida A+M,0,23,50,16,10,30,1,76,8.43,0.71,6.32,2.17,0.62,1.88
402,09/21/2013,Oregon State,34,20,10,56,38,367,0,San Diego State,30,40,74,26,16,251,2,4,0.5,0.68,6.55,1.85,0.62,9.65
403,09/21/2013,Penn State,34,53,287,36,13,176,1,Kent State,0,24,56,36,17,134,1,34,5.42,0.36,4.89,2.33,0.47,3.72
404,09/21/2013,Pittsburgh,58,46,174,33,23,424,0,Duke,55,36,213,33,22,319,4,3,3.78,0.7,12.85,5.92,0.67,9.67
407,09/21/2013,Rutgers,28,36,54,43,22,346,1,Arkansas,24,34,101,27,15,168,0,4,1.5,0.51,8.05,2.97,0.56,6.22
411,09/21/2013,Southern Cal,17,39,118,27,13,164,0,Utah State,14,27,106,40,21,179,0,3,3.03,0.48,6.07,3.93,0.52,4.47
412,09/21/2013,Stanford,42,49,234,17,11,151,1,Arizona State,28,24,50,56,30,367,2,14,4.78,0.65,8.88,2.08,0.54,6.55
413,09/21/2013,Syracuse,52,45,205,26,19,200,0,Tulane,17,28,121,40,23,209,1,35,4.56,0.73,7.69,4.32,0.57,5.22
415,09/21/2013,Texas,31,47,227,34,19,225,0,Kansas State,21,38,115,30,19,275,0,10,4.83,0.56,6.62,3.03,0.63,9.17
416,09/21/2013,Texas A+M,42,48,265,35,19,316,1,S-M-U,13,17,93,67,41,341,1,29,5.52,0.54,9.03,5.47,0.61,5.09
418,09/21/2013,Texas Tech,33,33,118,63,33,434,3,Texas State,7,37,107,31,15,133,1,26,3.58,0.52,6.89,2.89,0.48,4.29
419,09/21/2013,Texas-San Antonio,32,35,181,24,18,204,0,UTEP,13,29,99,31,17,119,0,19,5.17,0.75,8.5,3.41,0.55,3.84
420,09/21/2013,Toledo,38,43,252,23,16,166,0,Central Michigan,17,41,156,24,14,214,2,21,5.86,0.7,7.22,3.8,0.58,8.92
423,09/21/2013,U-A-B,52,33,236,27,13,212,1,Northwestern St(LA),28,39,150,45,23,194,1,24,7.15,0.48,7.85,3.85,0.51,4.31
424,09/21/2013,U.C.L.A.,59,45,298,49,35,394,2,New Mexico State,13,41,187,26,15,146,1,46,6.62,0.71,8.04,4.56,0.58,5.62
425,09/21/2013,UL-Lafayette,35,43,156,38,26,304,1,Akron,30,27,134,43,27,321,2,5,3.63,0.68,8.0,4.96,0.63,7.47
428,09/21/2013,Utah,20,33,129,35,24,273,0,Brigham Young,13,47,183,49,18,260,1,7,3.91,0.69,7.8,3.89,0.37,5.31
430,09/21/2013,Vanderbilt,24,39,166,28,19,240,1,Massachusetts,7,31,99,33,23,149,0,17,4.26,0.68,8.57,3.19,0.7,4.52
431,09/21/2013,Virginia,49,63,357,30,20,223,2,Virginia Military,0,25,41,31,9,38,0,49,5.67,0.67,7.43,1.64,0.29,1.23
432,09/21/2013,Virginia Tech,29,53,201,34,18,181,2,Marshall,21,46,133,41,19,228,2,8,3.79,0.53,5.32,2.89,0.46,5.56
433,09/21/2013,Wake Forest,25,45,228,17,6,132,1,Army,11,55,271,18,10,86,0,14,5.07,0.35,7.76,4.93,0.56,4.78
434,09/21/2013,Washington,56,53,370,28,21,310,0,Idaho State,0,28,22,40,19,142,2,56,6.98,0.75,11.07,0.79,0.48,3.55
435,09/21/2013,Washington State,42,15,71,43,31,346,2,Idaho,0,49,79,25,18,174,1,42,4.73,0.72,8.05,1.61,0.72,6.96
437,09/21/2013,Western Kentucky,58,44,377,24,17,211,2,Morgan State,17,37,182,25,15,135,2,41,8.57,0.71,8.79,4.92,0.6,5.4
439,09/21/2013,Wisconsin,41,48,388,21,12,158,1,Purdue,10,21,45,36,18,135,1,31,8.08,0.57,7.52,2.14,0.5,3.75
440,09/21/2013,Wyoming,56,44,249,41,35,373,0,Air Force,23,57,346,20,12,127,0,33,5.66,0.85,9.1,6.07,0.6,6.35
442,09/26/2013,Iowa State,38,44,179,42,26,255,1,Tulsa,21,28,86,49,26,288,1,17,4.07,0.62,6.07,3.07,0.53,5.88
444,09/26/2013,Virginia Tech,17,27,55,25,19,221,0,Georgia Tech,10,42,129,24,7,144,2,7,2.04,0.76,8.84,3.07,0.29,6.0
445,09/27/2013,Brigham Young,37,55,309,19,14,177,1,Middle Tennessee,10,41,107,34,16,105,1,27,5.62,0.74,9.32,2.61,0.47,3.09
448,09/27/2013,Utah State,40,50,253,43,30,267,0,San Jose State,12,35,101,52,28,336,3,28,5.06,0.7,6.21,2.89,0.54,6.46
451,09/28/2013,Alabama,25,40,254,32,25,180,1,Mississippi,0,25,46,32,17,159,1,25,6.35,0.78,5.62,1.84,0.53,4.97
453,09/28/2013,Arizona State,62,35,261,35,24,351,1,Southern Cal,41,37,247,30,20,295,3,21,7.46,0.69,10.03,6.68,0.67,9.83
456,09/28/2013,Army,35,77,414,3,1,16,0,Louisiana Tech,16,23,57,36,20,320,1,19,5.38,0.33,5.33,2.48,0.56,8.89
457,09/28/2013,Ball State,31,36,128,39,27,335,1,Toledo,24,29,141,46,34,274,1,7,3.56,0.69,8.59,4.86,0.74,5.96
458,09/28/2013,Boise State,60,52,229,27,23,316,0,Southern Miss,7,30,103,34,21,163,2,53,4.4,0.85,11.7,3.43,0.62,4.79
460,09/28/2013,Bowling Green,31,44,167,24,18,229,0,Akron,14,25,97,37,22,199,0,17,3.8,0.75,9.54,3.88,0.59,5.38
461,09/28/2013,Buffalo,41,43,153,21,10,177,1,Connecticut,12,39,27,29,12,193,3,29,3.56,0.48,8.43,0.69,0.41,6.66
464,09/28/2013,Clemson,56,47,166,36,28,407,0,Wake Forest,7,31,60,30,19,162,1,49,3.53,0.78,11.31,1.94,0.63,5.4
466,09/28/2013,Colorado State,59,34,250,29,18,341,0,UTEP,42,47,132,43,26,365,0,17,7.35,0.62,11.76,2.81,0.6,8.49
468,09/28/2013,Duke,38,39,190,28,20,324,1,Troy,31,41,150,50,37,362,1,7,4.87,0.71,11.57,3.66,0.74,7.24
469,09/28/2013,East Carolina,55,54,227,47,32,376,1,North Carolina,31,32,67,47,29,398,1,24,4.2,0.68,8.0,2.09,0.62,8.47
470,09/28/2013,Florida,24,45,246,18,15,156,1,Kentucky,7,21,48,26,17,125,1,17,5.47,0.83,8.67,2.29,0.65,4.81
472,09/28/2013,Florida State,48,36,159,27,17,330,1,Boston College,34,45,200,28,18,197,2,14,4.42,0.63,12.22,4.44,0.64,7.04
473,09/28/2013,Fresno State,42,45,206,47,33,324,2,Hawaii,37,35,54,46,24,377,2,5,4.58,0.7,6.89,1.54,0.52,8.2
